error,response,target,subject
0.076224049,2.356595809,2.28037176,3
0.026549371,2.755169686,2.728620315,3
0.241500665,2.015279008,1.773778343,3
-0.035020657,1.241181799,1.276202455,3
-0.30176398,-1.556126663,-1.254362683,3
0.0207248,-0.792365169,-0.813089969,3
-0.060903568,1.390954749,1.451858317,3
-0.100581367,-1.565601533,-1.465020166,3
0.064420144,1.414121023,1.349700879,3
-0.150937756,2.826758908,2.977696664,3
-0.017291091,-0.510364781,-0.49307369,3
0.096855703,0.740845371,0.643989668,4
-0.091571807,-1.928176844,-1.836605037,4
-0.029758057,-1.698282952,-1.668524895,4
0.005252164,2.252754234,2.247502069,4
0.068194228,-0.725088475,-0.793282702,4
-0.062855886,-1.266196726,-1.203340841,4
0.056387311,1.027839362,0.971452051,4
0.106874239,-1.848566358,-1.955440597,4
-0.039589574,3.117497434,-3.126098299,4
0.013916457,-7.11E-15,-0.013916457,4
-0.117667974,-1.956985349,-1.839317375,4
0.05885709,3.077919907,3.019062816,4
-0.064186712,2.088338111,2.152524823,4
0.044278045,-2.045111514,-2.089389559,4
0.044867549,-2.687082132,-2.731949681,4
-0.072699296,-0.688437366,-0.61573807,4
0.013798793,-2.996917993,-3.010716786,4
0.179063581,0.240109573,0.061045992,4
-0.013791351,-1.459111322,-1.44531997,4
0.007199662,1.691039589,1.683839927,4
0.121857946,0.205284611,0.083426665,4
-0.02750253,1.664094684,1.691597214,4
-0.037651819,2.704254762,2.741906581,4
-0.061005222,-2.214297436,-2.153292213,4
-0.001278923,1.951582073,1.952860996,4
-0.044844709,-0.240590954,-0.195746245,4
0.120030513,0.591852077,0.471821564,4
-0.01763135,3.021049176,3.038680526,4
0.242559853,1.628583708,1.386023856,4
-0.03020477,-1.851425882,-1.821221112,4
0.269059478,-0.280965257,-0.550024735,4
0.222889976,1.361042449,1.138152473,4
0.154810424,-0.9429199,-1.097730324,4
-0.028076847,2.877318776,2.905395623,4
-0.00730812,1.476526579,1.4838347,4
0.03887597,-0.817236954,-0.856112925,4
0.064273066,0.406090435,0.341817368,4
-0.083292793,2.815402069,2.898694862,4
-0.132376487,-0.457373651,-0.324997164,4
-0.203233148,1.373243143,1.576476291,4
-0.098629582,3.083637866,-3.100917859,4
-0.014595903,-0.97710698,-0.962511077,4
0.013879357,-1.711739016,-1.725618373,4
0.066678892,-2.383503874,-2.450182765,4
0.016178509,-2.31677177,-2.33295028,4
0.080600354,0.199337305,0.118736951,4
0.047054756,-0.092956263,-0.140011019,4
0.119495818,-1.996673026,-2.116168844,4
0.106139472,0.245943739,0.139804268,4
0.02554648,-0.379976576,-0.405523055,4
-0.001630951,1.341043116,1.342674067,5
0.082353274,2.153709916,2.071356642,5
-0.080002291,-1.587602654,-1.507600362,5
0.252376028,-0.779095444,-1.031471472,5
0.246939329,-1.314149871,-1.5610892,5
0.131121418,-2.008134219,-2.139255637,5
0.045577172,-2.746801534,-2.792378706,5
0.084417595,-1.731738349,-1.816155944,5
0.089600986,1.622067144,1.532466158,5
-0.008246493,2.679411319,2.687657812,5
-0.064736139,-0.255019116,-0.190282977,5
0.114832617,1.861416348,1.746583731,5
0.078922588,0.305298657,0.226376068,5
-0.182908258,2.916738392,3.09964665,5
-0.051250939,1.91091357,1.962164509,5
-0.022944717,-1.506302562,-1.483357845,5
-0.01287952,2.857798544,2.870678064,5
-0.147590824,2.679411319,2.827002143,5
-0.051498078,-0.095166207,-0.043668128,5
0.072622313,1.724340109,1.651717796,5
0.091987759,-2.48679223,-2.578779989,5
0.105298324,2.669102132,2.563803808,5
0.02075246,-1.907990206,-1.928742666,5
0.035413999,-2.318680167,-2.354094166,5
-0.025675027,1.935132948,1.960807975,5
-0.007307259,2.164924751,2.17223201,5
0.03217952,0.202693007,0.170513486,5
-0.198992967,2.087706199,2.286699166,5
0.028672002,0.162904089,0.134232086,5
-0.031221037,1.832451119,1.863672156,5
0.008542825,1.367418623,1.358875798,5
0.127996348,0.159659971,0.031663624,5
-0.240383318,-1.182878032,-0.942494714,5
-0.108004534,-1.944754867,-1.836750332,5
-0.129217683,-0.963327355,-0.834109672,5
-0.119282766,2.161678001,2.280960767,5
0.081871351,0.385401517,0.303530167,5
-0.003863064,1.404513863,1.408376927,5
0.092777651,-3.012738975,-3.105516625,5
0.173526291,1.003208108,0.829681818,5
0.09821491,0.136152917,0.037938006,5
-0.150656765,-1.105682443,-0.955025678,5
0.041440448,-1.322086338,-1.363526785,5
-0.030698022,2.651635327,2.682333349,5
-0.090895022,-0.236184057,-0.145289035,5
-0.034482836,0.058806576,0.093289413,5
0.014554185,1.844928675,1.830374491,5
0.164161359,1.208611014,1.044449655,5
0.034676566,2.709422709,2.674746143,5
-0.029959615,2.498091545,2.52805116,5
0.262611337,-2.367005447,-2.629616784,6
-0.243825324,-2.027343873,-1.78351855,6
0.139344013,1.482618212,1.343274199,6
0.020051368,1.253054861,1.233003493,6
0.135430487,0.248709989,0.113279502,6
0.0314859,2.297582594,2.266096694,6
-0.021011651,0.809783573,0.830795224,6
0.145946876,0.203377704,0.057430827,6
-0.154890682,2.750809545,2.905700227,6
0.111580886,-1.072870915,-1.184451801,6
0.164579034,0.419279692,0.254700658,6
0.149001646,-2.601894342,-2.750895987,6
0.05266301,-1.582224774,-1.634887784,6
-0.298291949,2.12061601,2.418907959,6
0.291527211,2.186901889,1.895374678,6
0.45276847,0.576110894,0.123342424,6
0.291959602,1.802314762,1.51035516,6
-0.394740362,2.112690027,2.50743039,6
-0.139991909,-1.925988661,-1.785996752,6
0.138363834,-2.531986604,-2.670350439,6
0.039347275,1.483894536,1.444547261,6
0.187319366,-2.658461239,-2.845780605,6
-0.182488831,-1.394384518,-1.211895687,6
-0.082915128,1.058060942,1.14097607,6
0.048889898,-1.235511451,-1.284401349,6
-0.385294531,-1.783326053,-1.398031522,6
0.133195329,1.579685157,1.446489829,6
0.02213703,-1.703932654,-1.726069684,6
0.074077169,1.176005207,1.101928038,6
-0.079381046,1.587602654,1.6669837,6
-0.468551399,2.056729514,2.525280913,6
0.099388297,1.31577721,1.216388913,6
-0.085410869,-1.358827611,-1.273416742,6
0.043318797,-1.411136355,-1.454455152,6
-0.009937341,2.97531019,2.985247531,6
0.336139291,0.748667232,0.412527941,6
-0.158328331,-0.10407263,0.054255701,6
0.158862754,1.467440158,1.308577404,6
0.145866691,-2.36605231,-2.511919001,6
-0.099185559,-2.07075357,-1.97156801,6
0.003573663,1.684957892,1.681384228,6
0.149175754,2.243072428,2.093896674,6
-0.033979276,-2.418134171,-2.384154895,6
-0.0578599,2.951689241,3.009549141,6
-0.006641961,-0.263176283,-0.256534322,6
0.093141213,0.390040535,0.296899321,6
-0.167859243,2.025931302,2.193790545,6
-0.080229804,-1.200100427,-1.119870623,6
0.290479724,1.677204686,1.386724962,6
0.574703574,1.419041453,0.844337879,6
0.072886995,-1.185510839,-1.258397834,7
0.275294384,-2.845030291,-3.120324675,7
0.191526976,1.619173986,1.42764701,7
-0.084313805,-0.56711702,-0.482803216,7
-0.023355364,1.43030293,1.453658294,7
0.284412555,2.273685915,1.98927336,7
0.438817319,-2.728592629,3.115775359,7
-0.34373079,-0.418886339,-0.075155549,7
-0.191583349,-0.877201312,-0.685617963,7
0.143682759,1.800549538,1.656866778,7
-0.215792889,-1.894080641,-1.678287752,7
-0.208548235,-1.227744043,-1.019195808,7
-0.087415006,1.837693757,1.925108763,7
0.303333157,-1.13291687,-1.436250027,7
-0.135800316,-3.133592696,-2.99779238,7
0.237833667,0.897446688,0.659613021,7
0.097981238,0.568451031,0.470469793,7
-0.253050412,1.288730826,1.541781237,7
0.159789563,-1.768282809,-1.928072372,7
0.43415695,0.70759498,0.27343803,7
0.341620876,0.229983945,-0.111636931,7
0.488641687,1.081978602,0.593336914,7
0.044605801,0.281945681,0.23733988,7
0.141410288,0.719011929,0.577601641,7
0.014876467,-0.304235204,-0.319111671,7
-0.054406694,-0.169495958,-0.115089264,7
1.696726277,-0.160629339,-1.857355617,7
-0.028225744,-1.775879241,-1.747653497,7
-0.011208523,0.167239173,0.178447696,7
-0.753604636,-1.466240518,-0.712635882,7
-0.251212986,1.628827529,1.880040515,7
0.148158498,0.056436628,-0.09172187,7
-0.044245195,1.010110378,1.054355573,7
0.511023038,1.607155957,1.096132919,7
0.044329979,-2.008610069,-2.052940048,7
-0.06245703,0.016877237,0.079334266,7
0.199387863,1.469338195,1.269950332,7
-0.37542668,2.526797707,2.902224387,7
-0.438226925,-1.623198126,-1.1849712,7
-0.209361764,-1.360493074,-1.15113131,7
0.247912387,-2.243152259,-2.491064646,7
-0.062267269,3.082150703,-3.138767335,7
0.339515127,2.427854795,2.088339668,7
0.247700391,-1.994049944,-2.241750335,7
0.494906025,1.071394828,0.576488803,7
0.082848961,3.105560516,3.022711555,7
-0.061865128,-1.301780274,-1.239915145,7
0.306676663,-2.01845227,-2.325128933,7
-0.282744019,-1.139824944,-0.857080925,7
-0.340217939,-1.241237797,-0.901019858,7
-0.169711366,-2.045209925,-1.875498559,8
-0.044793769,2.734606563,2.779400332,8
0.029231374,-1.77417403,-1.803405404,8
0.033219939,-2.968795555,-3.002015494,8
0.141101594,0.583974034,0.44287244,8
-0.041887712,0.107423459,0.149311171,8
-0.011653141,2.840849798,2.852502938,8
-0.023502833,-1.901093682,-1.877590848,8
0.007347846,1.8214443,1.814096454,8
-0.254288925,1.56295323,1.817242154,8
-0.078221968,1.539302867,1.617524835,8
0.002351115,1.927617325,1.925266211,8
0.030761155,-0.202352378,-0.233113533,8
-0.068277536,1.739072808,1.807350344,8
-0.15568257,1.124187536,1.279870106,8
0.154424725,-0.517541784,-0.671966509,8
-0.104967214,-1.50831666,-1.403349446,8
-0.055757009,1.422918251,1.478675261,8
0.105733155,-1.48912133,-1.594854485,8
0.142983868,1.207252664,1.064268796,8
0.135151781,2.519889047,2.384737266,8
-0.087249003,-0.987095336,-0.899846334,8
0.027107903,-1.010256682,-1.037364585,8
-0.080642739,-2.529131181,-2.448488442,8
0.030979925,0.169659888,0.138679963,8
-0.20161732,-2.221858836,-2.020241516,8
0.007607319,-1.271171414,-1.278778732,8
0.008187493,-0.130250327,-0.13843782,8
0.100379444,-1.825108542,-1.925487986,8
0.151885918,2.25083822,2.098952302,8
0.173906843,-0.326061868,-0.499968711,8
-0.015177091,3.000413474,3.015590565,8
-0.071602597,-0.611757743,-0.540155145,8
-0.0042609,0.580971371,0.58523227,8
0.058734639,0.03635963,-0.022375009,8
0.046489004,-1.930503326,-1.97699233,8
0.113119773,2.58967169,2.476551916,8
0.136466638,0.056588668,-0.07987797,8
0.074225937,2.842585263,2.768359326,8
0.194568535,-1.246667984,-1.441236519,8
-0.116511272,-1.007459247,-0.890947975,8
-0.127784675,-0.513975387,-0.386190712,8
-0.003738182,2.574609213,2.578347395,8
0.065168529,-2.563327516,-2.628496045,8
-0.00026225,0.775385088,0.775647338,8
0.101824387,0.761012754,0.659188367,8
0.020074081,-1.334459633,-1.354533714,8
0.008843582,-0.837897934,-0.846741517,8
0.051016287,0.100924348,0.049908061,8
0.107139472,-2.222449564,-2.329589037,8
-0.389064778,-2.454777018,-2.065712241,9
-0.200072545,-1.589783098,-1.389710553,9
0.385228088,-2.176367316,-2.561595404,9
-0.052080602,0.066381863,0.118462465,9
-0.023740595,1.814828459,1.838569054,9
0.04295837,-1.859105101,-1.902063471,9
-0.447939336,-1.083091252,-0.635151916,9
-0.371345549,-0.645158109,-0.27381256,9
0.081169614,1.360140329,1.278970716,9
-0.216308101,3.047834237,-3.019042969,9
0.162794794,1.84296266,1.680167866,9
0.445947289,1.787992371,1.342045082,9
0.453358745,-1.66741321,-2.120771955,9
0.452618803,1.614505214,1.161886411,9
-0.031784049,-0.53363213,-0.501848081,9
-0.432880751,2.876489589,-2.973814968,9
0.069314684,-3.125803508,3.088067115,9
0.582217805,0.483893676,-0.098324129,9
-0.493828739,2.469431086,2.963259826,9
0.464350059,-1.755979586,-2.220329645,9
0.053780045,1.400859469,1.347079424,9
-0.297895876,2.218927057,2.516822933,9
-0.721295578,-1.219426955,-0.498131377,9
0.231056048,-1.868934452,-2.099990501,9
0.18531778,-0.692537602,-0.877855382,9
-1.857619208,-1.045578171,0.812041037,9
0.109993922,0.127680142,0.017686221,9
-0.081808811,-3.000348839,-2.918540028,9
0.363870958,-1.564344736,-1.928215694,9
0.016996602,-1.628095878,-1.64509248,9
2.795397274,-1.75881193,1.728976103,9
-0.170268786,-1.775209763,-1.604940977,9
2.374738776,-1.940786012,1.967660519,9
-0.913720495,-1.570796327,-0.657075832,9
-0.276346839,-0.135896331,0.140450508,9
-0.202642097,-1.97918343,-1.776541333,9
-0.201697916,-0.439055735,-0.237357819,9
0.179253267,1.939313842,1.760060575,9
-0.468391467,-1.099457547,-0.631066081,9
-0.415310105,1.788364052,2.203674157,9
0.339880562,-1.465936248,-1.80581681,9
0.174301424,0.64065616,0.466354737,9
-0.244372396,2.217424876,2.461797273,9
-0.027245402,3.068966849,3.096212251,9
0.560681519,-1.558404912,-2.11908643,9
-0.497468616,-1.591683296,-1.09421468,9
-0.368424128,-0.006722664,0.361701464,9
-0.501600141,2.190090052,2.691690192,9
-0.081980007,-1.230019085,-1.148039078,10
0.154281222,1.392806183,1.238524961,10
0.01543139,3.082288007,3.066856617,10
0.422799158,1.474632531,1.051833374,10
0.318312788,1.507079735,1.188766947,10
-0.156149274,-0.996331173,-0.840181899,10
0.312865968,1.723978968,1.411113,10
0.031173951,-0.324201999,-0.35537595,10
-0.064042785,-1.354216537,-1.290173752,10
0.198412036,1.532653813,1.334241777,10
0.208326941,1.850693704,1.642366763,10
0.054732375,0.028610352,-0.026122024,10
0.166847455,2.407027429,2.240179974,10
0.031516035,0.470216647,0.438700611,10
0.015829649,-1.372644839,-1.388474488,10
-0.217899092,2.534614239,2.752513331,10
-0.056135918,2.705226264,2.761362182,10
-0.002407639,2.221166327,2.223573966,10
0.313995538,1.183982827,0.869987289,10
0.412632223,1.568814167,1.156181944,10
-0.402617923,-2.55055053,-2.147932607,10
-0.245390821,-1.353868804,-1.108477984,10
-0.035077545,-1.013878385,-0.97880084,10
0.038407667,2.387150963,2.348743296,10
-0.031234457,0.24078115,0.272015607,10
-0.07044209,-3.093831034,-3.023388944,10
0.171531709,3.108138525,2.936606816,10
0.604263149,2.722208578,2.117945429,10
0.131402617,2.217400614,2.085997997,10
0.02594765,-1.64802656,-1.673974211,10
0.089024763,0.727602089,0.638577326,10
-0.169040418,-0.13708469,0.031955728,10
0.032703475,-2.212581434,-2.24528491,10
-0.055140754,2.911633161,2.966773916,10
-0.135122017,-2.201667924,-2.066545906,10
0.003564259,0.889268481,0.885704222,10
-0.014971108,2.252600812,2.26757192,10
-0.263915992,-0.781909643,-0.517993651,10
2.608872502,-0.82317393,2.851138875,10
0.197344073,1.713572586,1.516228512,10
0.024670461,3.081145949,3.056475489,10
-0.146281629,0.490642258,0.636923886,10
-0.114956129,2.589713489,2.704669618,10
-0.035448786,0.925603171,0.961051957,10
-0.081486018,-1.11292181,-1.031435792,10
0.034839288,-0.778338339,-0.813177626,10
-0.227319828,-0.637867321,-0.410547493,10
0.011420879,-3.074157902,-3.085578782,10
0.051475025,2.990716722,2.939241697,10
0.220223259,1.355357021,1.135133761,10
-0.320047542,2.140711027,2.46075857,11
0.070635846,3.123411336,3.052775491,11
-0.092397951,0.791700883,0.884098833,11
0.112446083,1.008331923,0.89588584,11
0.329631163,0.521204783,0.191573621,11
0.164665634,-2.347433763,-2.512099397,11
0.216649879,1.164275136,0.947625258,11
-0.035679734,-0.122296325,-0.086616591,11
0.209179604,1.109224191,0.900044587,11
-0.005405072,-2.634244461,-2.62883939,11
1.086694048,1.516335084,0.429641036,11
0.21546113,0.108982912,-0.106478218,11
0.46026227,1.987726764,1.527464494,11
0.065666466,-2.039445479,-2.105111945,11
0.097271117,0.675244475,0.577973358,11
-0.097019971,1.890009076,1.987029047,11
-0.235634741,-0.57795082,-0.342316079,11
0.011090147,-2.925872602,-2.936962749,11
-0.161693592,-1.010580376,-0.848886784,11
0.398787367,-0.987882738,-1.386670105,11
-0.048292343,-0.839759914,-0.791467571,11
-0.143475754,2.085443757,2.228919511,11
0.044392974,2.565481759,2.521088786,11
0.088588461,-0.510364781,-0.598953242,11
-0.17193726,2.136987897,2.308925157,11
0.247308167,-2.461851689,-2.709159857,11
-0.079819184,-0.30834434,-0.228525156,11
0.034932871,-1.395084014,-1.430016886,11
-0.061916125,-2.088807925,-2.0268918,11
-0.346262414,2.876489589,-3.060433304,11
-0.009920886,0,0.009920886,11
-0.036386687,2.985285169,3.021671857,11
-0.013095446,2.925051472,2.938146917,11
0.041478366,1.532705695,1.491227329,11
0.065501242,1.322086338,1.256585096,11
0.331325847,0.833796141,0.502470294,11
-0.293372874,2.587584008,2.880956881,11
0.094610923,1.693718239,1.599107316,11
-0.141000979,2.714254679,2.855255657,11
0.289638867,1.154384428,0.864745561,11
-0.19079703,-2.831896789,-2.641099759,11
0.076957014,-2.91529069,-2.992247704,11
0.080961323,0.302548888,0.221587564,11
0.292654656,0.669473675,0.376819019,11
0.102386518,-2.809597506,-2.911984025,11
0.053307147,-0.053084876,-0.106392023,11
-0.126187545,-1.996883796,-1.870696251,11
-0.05332363,-1.891106249,-1.837782619,11
0.188653077,0.551258877,0.3626058,11
0.072992067,0.602551201,0.529559133,12
0.05173948,-3.126441428,3.105004399,12
-0.081113385,2.853525047,2.934638432,12
0.146612322,-0.673999834,-0.820612156,12
0.095470734,-2.58119467,-2.676665404,12
0.069662781,0.237290864,0.167628083,12
0.15726167,1.499628968,1.342367298,12
-0.083852504,1.800763373,1.884615877,12
-0.150532603,2.85887555,3.009408153,12
-0.105841673,-0.750541646,-0.644699973,12
0.0883091,-1.213534314,-1.301843414,12
-0.109919983,-1.261595236,-1.151675253,12
-0.105091432,0.584196462,0.689287895,12
-0.007769103,0.517905817,0.52567492,12
0.084695326,1.434256713,1.349561387,12
-0.094001207,2.756673122,2.850674329,12
0.024443774,0.03251746,0.008073686,12
0.199173023,-2.436975204,-2.636148227,12
0.063258964,0.123872369,0.060613405,12
-0.079148287,0.945813207,1.024961494,12
0.068612295,-2.82468422,-2.893296515,12
-0.133259262,-2.11399551,-1.980736249,12
0.047443585,1.691339804,1.643896219,12
0.007371488,-0.290620021,-0.29799151,12
-0.022892292,-1.579764877,-1.556872585,12
-0.0391979,1.956197844,1.995395744,12
0.122000914,2.093448288,1.971447374,12
0.152016197,2.058152874,1.906136678,12
0.080755811,1.54413124,1.463375429,12
-0.067936547,-0.270188877,-0.20225233,12
-0.178744698,0.693077729,0.871822427,12
0.088911747,-2.857798544,-2.946710291,12
0.004041705,-0.202206743,-0.206248449,12
0.324374137,0.950685964,0.626311827,12
-0.037161811,2.425833844,2.462995655,12
0.081037938,-2.872550648,-2.953588586,12
0.056015128,-1.489393344,-1.545408472,12
0.099731995,0.196410478,0.096678482,12
0.013351339,2.644617812,2.631266473,12
-0.108096653,2.410556241,2.518652895,12
0.051355407,-0.600954337,-0.652309743,12
-0.00200536,2.159265457,2.161270817,12
0.105178061,-0.032255268,-0.137433329,12
0.023457076,-0.096698773,-0.120155849,12
-0.060350191,-2.861389205,-2.801039014,12
-0.062034969,1.105168701,1.16720367,12
-0.113117061,-0.369085594,-0.255968534,12
0.067601004,0.150254312,0.082653308,12
0.095061856,0.755533316,0.660471459,12
0.125714331,-1.459180504,-1.584894836,12
0.095584529,1.930503326,1.834918797,13
-0.006324545,-0.189903413,-0.183578868,13
-0.256126968,2.558679065,2.814806033,13
0.25888103,0.987882738,0.729001708,13
-0.21910734,-1.009338719,-0.790231379,13
-0.08826284,1.39478158,1.48304442,13
-0.276474501,2.040820758,2.317295259,13
0.120044326,2.14289921,2.022854884,13
0.175043938,-2.054302063,-2.229346001,13
0.154733556,-0.612461473,-0.767195029,13
0.087621289,-2.91529069,-3.00291198,13
0.052501559,0.815263011,0.762761452,13
-0.140143748,-0.940584059,-0.800440311,13
-0.068463417,-1.871539183,-1.803075766,13
0.200771238,-0.89628995,-1.097061188,13
-0.254726372,1.15214948,1.406875851,13
0.160466735,-1.075173293,-1.235640028,13
-0.070517031,-2.017023049,-1.946506018,13
0.253505773,0.811403005,0.557897232,13
0.011464883,-1.526075347,-1.53754023,13
-0.243617589,-0.168276481,0.075341108,13
-0.202385623,-1.739883838,-1.537498215,13
-0.544925981,-1.901093682,-1.3561677,13
-0.113957976,-0.596997863,-0.483039888,13
-0.051689482,3.079112987,3.130802469,13
-0.135684774,1.010580376,1.14626515,13
0.02920629,0.9429199,0.913713611,13
0.049303226,1.232593875,1.183290649,13
-0.080358439,-0.603238093,-0.522879653,13
0.038749188,1.570796327,1.532047139,13
0.053081671,-1.045877527,-1.098959198,13
-0.132104074,2.538354561,2.670458636,13
-0.054068026,-2.62038787,-2.566319844,13
-0.047722916,-1.221451929,-1.173729013,13
-0.049064906,1.086379153,1.135444059,13
0.056537889,-0.538334986,-0.594872875,13
0.000873451,-1.038292228,-1.039165679,13
0.148974418,1.291631839,1.142657421,13
-0.107274035,1.833427205,1.940701239,13
0.10163174,0.450553558,0.348921818,13
0.168871948,1.770133632,1.601261684,13
-0.108437711,-2.493053772,-2.384616061,13
-0.021587728,-2.135311171,-2.113723443,13
0.049154775,0.202352378,0.153197603,13
0.18770253,-0.738047256,-0.925749786,13
-0.008795784,0.010810706,0.01960649,13
0.059143629,-2.123450877,-2.182594506,13
-0.156263477,-0.853254986,-0.696991509,13
-0.098707237,2.049622043,2.148329279,13
-0.237929746,2.116813733,2.354743479,13
-0.095498009,1.389476552,1.484974562,14
-0.224095018,-1.408988128,-1.184893111,14
0.159089194,0.839301724,0.680212531,14
0.236509988,1.478147425,1.241637437,14
-0.247345453,-2.632343321,-2.384997868,14
