response,pairA_1,pairA_2,pairB_1,pairB_2,subject
1,2.879793266,3.839724354,1.483529864,2.530727415,12
1,3.141592654,3.228859116,1.832595715,2.443460953,12
1,3.054326191,3.926990817,1.570796327,2.530727415,12
0,0.174532925,1.221730476,4.36332313,5.148721293,12
0,2.181661565,3.141592654,0.959931089,1.308996939,12
0,3.839724354,6.108652382,0.34906585,3.577924967,12
1,6.021385919,6.195918845,0.436332313,4.101523742,12
1,2.181661565,2.879793266,3.839724354,5.323254219,12
1,0.610865238,1.745329252,2.094395102,5.846852994,12
0,4.537856055,5.585053606,1.919862177,4.01425728,12
0,0,2.967059728,3.054326191,6.195918845,12
0,2.617993878,4.01425728,5.410520681,5.846852994,12
0,1.745329252,3.926990817,4.450589593,5.585053606,12
0,2.094395102,4.276056667,4.625122518,4.71238898,12
0,1.919862177,5.235987756,0.34906585,0.436332313,12
0,0.087266463,1.308996939,1.483529864,1.658062789,12
0,0.34906585,5.148721293,5.235987756,6.021385919,12
1,1.919862177,2.268928028,3.490658504,6.021385919,12
0,4.01425728,6.108652382,3.577924967,3.926990817,12
0,0.610865238,2.094395102,2.35619449,5.061454831,12
1,3.141592654,3.839724354,1.308996939,2.00712864,12
0,5.323254219,5.585053606,3.926990817,4.01425728,12
0,1.832595715,5.846852994,0.174532925,1.483529864,12
0,3.316125579,5.323254219,0.436332313,1.047197551,12
1,4.101523742,4.188790205,5.585053606,5.672320069,12
0,3.665191429,5.759586532,2.792526803,3.054326191,12
1,5.672320069,5.846852994,1.745329252,4.101523742,12
1,0.872664626,1.570796327,2.879793266,3.839724354,12
1,5.410520681,6.021385919,2.879793266,4.974188368,12
1,4.276056667,4.36332313,4.450589593,5.934119457,12
0,2.181661565,3.665191429,0.34906585,0.610865238,12
1,0.523598776,2.617993878,4.01425728,6.195918845,12
1,0.785398163,1.134464014,1.308996939,5.061454831,12
1,3.141592654,4.36332313,2.094395102,2.879793266,12
0,2.967059728,4.886921906,1.396263402,1.832595715,12
0,1.047197551,2.00712864,5.759586532,6.021385919,12
1,0.261799388,1.134464014,2.094395102,4.101523742,12
0,1.047197551,4.71238898,5.235987756,5.759586532,12
0,1.047197551,4.101523742,5.061454831,5.235987756,12
0,4.36332313,5.846852994,0.698131701,2.181661565,12
1,1.570796327,2.181661565,3.403392041,5.323254219,12
0,3.839724354,4.799655443,1.308996939,1.658062789,12
0,1.483529864,2.443460953,0.261799388,0.436332313,12
0,0,2.443460953,5.410520681,5.497787144,12
1,5.235987756,5.410520681,2.268928028,3.403392041,12
1,3.141592654,5.148721293,0.174532925,2.181661565,12
0,1.047197551,1.658062789,3.752457892,4.101523742,12
0,4.276056667,5.323254219,3.316125579,3.403392041,12
1,2.443460953,2.530727415,0.087266463,0.34906585,12
1,4.01425728,4.36332313,2.181661565,3.054326191,12
1,0.174532925,1.308996939,2.617993878,4.974188368,12
1,5.759586532,5.934119457,0.34906585,1.221730476,12
1,2.967059728,3.316125579,0,2.443460953,12
1,1.745329252,1.832595715,3.141592654,3.577924967,12
1,4.974188368,5.672320069,2.094395102,3.665191429,12
0,2.35619449,3.141592654,0.34906585,0.436332313,12
1,0.785398163,0.872664626,4.625122518,4.974188368,12
1,0.872664626,1.308996939,2.00712864,4.886921906,12
1,2.268928028,2.967059728,1.134464014,1.919862177,12
1,0.261799388,1.221730476,2.617993878,4.537856055,12
1,5.410520681,6.108652382,0.087266463,4.799655443,12
1,5.061454831,5.672320069,4.101523742,4.537856055,12
1,0.872664626,1.919862177,2.967059728,5.846852994,12
1,4.276056667,5.323254219,1.396263402,2.530727415,12
0,2.530727415,3.665191429,0,0.523598776,12
0,0.959931089,2.35619449,4.101523742,5.148721293,12
1,4.450589593,4.886921906,3.490658504,4.276056667,12
0,0.174532925,0.34906585,3.752457892,3.926990817,12
0,2.530727415,5.759586532,1.221730476,2.443460953,12
0,0.34906585,3.752457892,5.846852994,5.934119457,12
1,0,0.261799388,1.396263402,5.323254219,12
0,1.919862177,3.141592654,0.785398163,1.308996939,12
1,3.316125579,3.490658504,5.323254219,5.585053606,12
0,0.261799388,2.443460953,4.101523742,6.021385919,12
0,0.785398163,4.36332313,4.537856055,4.886921906,12
0,0.785398163,3.926990817,0.261799388,0.610865238,12
1,0.261799388,0.610865238,4.01425728,5.585053606,12
0,4.886921906,5.846852994,3.316125579,3.403392041,12
0,2.530727415,5.061454831,5.672320069,5.846852994,12
1,4.799655443,5.235987756,0.174532925,0.872664626,12
1,0,2.879793266,2.967059728,6.195918845,12
1,4.188790205,6.021385919,0.523598776,2.617993878,12
1,0.34906585,0.523598776,2.35619449,4.01425728,12
0,0.698131701,2.35619449,5.061454831,5.934119457,12
0,4.450589593,6.108652382,2.094395102,3.577924967,12
1,0.34906585,1.134464014,2.792526803,4.799655443,12
1,0.174532925,2.268928028,3.490658504,6.195918845,12
1,0.523598776,0.610865238,3.490658504,3.926990817,12
1,2.268928028,2.530727415,3.316125579,4.450589593,12
1,1.570796327,1.658062789,3.839724354,6.021385919,12
1,4.36332313,4.625122518,1.134464014,3.577924967,12
0,1.832595715,5.672320069,0.174532925,1.308996939,12
1,4.36332313,5.934119457,0.261799388,3.490658504,12
1,3.665191429,4.537856055,1.832595715,2.530727415,12
0,2.00712864,3.839724354,1.221730476,1.483529864,12
0,0.959931089,3.054326191,3.926990817,4.450589593,12
0,3.403392041,4.01425728,4.799655443,5.410520681,12
0,0.261799388,2.792526803,3.577924967,4.71238898,12
1,4.974188368,6.021385919,0.959931089,2.967059728,12
0,1.658062789,3.054326191,4.886921906,5.497787144,12
0,0.436332313,2.181661565,4.537856055,5.148721293,12
0,4.71238898,5.497787144,0,1.308996939,12
0,0.261799388,3.316125579,3.490658504,5.148721293,12
1,3.665191429,4.450589593,0.174532925,1.221730476,12
1,0.523598776,2.181661565,4.537856055,5.672320069,12
1,0.698131701,1.483529864,2.268928028,3.141592654,12
1,5.585053606,5.759586532,0.087266463,3.141592654,12
0,1.308996939,1.832595715,3.577924967,3.665191429,12
0,4.537856055,5.323254219,3.752457892,4.101523742,12
0,0.959931089,4.188790205,5.148721293,5.235987756,12
0,2.181661565,5.061454831,0.959931089,1.047197551,12
0,1.483529864,5.759586532,0.34906585,1.047197551,12
1,0.523598776,0.872664626,2.181661565,4.886921906,12
1,5.846852994,6.108652382,2.792526803,5.497787144,12
1,1.134464014,1.396263402,2.705260341,5.497787144,12
1,0.087266463,0.174532925,0.523598776,0.698131701,12
1,0.174532925,2.35619449,3.403392041,5.410520681,12
0,3.054326191,6.195918845,1.396263402,2.879793266,12
0,3.141592654,4.36332313,4.886921906,5.672320069,12
1,0.872664626,1.745329252,1.832595715,4.625122518,12
1,2.35619449,2.879793266,3.228859116,5.061454831,12
1,0.610865238,2.705260341,3.577924967,6.108652382,12
1,0.174532925,0.436332313,0.959931089,5.323254219,12
0,1.658062789,4.886921906,0.436332313,0.698131701,12
0,3.577924967,5.323254219,2.617993878,3.054326191,12
0,0.698131701,1.483529864,0.087266463,0.610865238,12
0,2.617993878,3.839724354,5.846852994,6.108652382,12
1,0.261799388,0.872664626,2.967059728,4.450589593,12
1,2.094395102,2.879793266,0,1.919862177,12
1,2.705260341,3.577924967,0.523598776,2.35619449,12
1,5.410520681,5.846852994,0.436332313,3.665191429,12
1,4.886921906,5.672320069,2.443460953,3.316125579,12
1,4.799655443,5.934119457,0.872664626,3.839724354,12
1,5.934119457,6.108652382,3.141592654,4.101523742,12
1,0.523598776,2.094395102,2.617993878,5.846852994,12
0,3.054326191,4.188790205,4.625122518,4.974188368,12
0,3.054326191,5.148721293,2.35619449,2.792526803,12
0,0.436332313,2.00712864,4.101523742,4.537856055,12
1,0.523598776,1.396263402,1.570796327,4.625122518,12
0,4.36332313,4.974188368,2.879793266,3.403392041,12
1,1.221730476,2.617993878,4.450589593,5.148721293,12
0,1.134464014,3.141592654,4.36332313,5.061454831,12
1,5.759586532,6.021385919,0.610865238,1.047197551,12
1,4.799655443,4.886921906,0.698131701,2.00712864,12
0,2.00712864,5.759586532,0,0.785398163,12
1,2.181661565,3.316125579,4.537856055,5.672320069,12
0,2.35619449,3.926990817,4.625122518,5.410520681,12
0,4.101523742,4.886921906,0.785398163,1.221730476,12
0,2.792526803,4.101523742,1.396263402,2.705260341,12
1,0.34906585,0.872664626,1.658062789,4.36332313,12
0,0,3.228859116,3.316125579,6.195918845,12
1,4.799655443,5.497787144,0.785398163,4.450589593,12
0,3.403392041,4.537856055,0.610865238,2.00712864,12
1,0.610865238,0.785398163,0.872664626,2.00712864,12
1,0,0.610865238,2.705260341,5.323254219,12
1,1.221730476,2.268928028,2.617993878,6.195918845,12
0,0.261799388,1.919862177,2.530727415,2.705260341,12
0,2.705260341,4.101523742,0,0.174532925,12
0,1.919862177,5.934119457,1.134464014,1.832595715,12
1,6.108652382,6.195918845,0,3.228859116,12
0,1.396263402,4.101523742,0.523598776,1.134464014,12
0,3.490658504,6.195918845,0.174532925,2.094395102,12
1,2.268928028,2.617993878,3.403392041,3.926990817,12
1,4.71238898,4.799655443,5.497787144,5.934119457,12
0,5.497787144,6.021385919,2.00712864,4.537856055,12
0,1.832595715,4.01425728,5.061454831,6.195918845,12
1,5.061454831,5.323254219,2.35619449,3.490658504,12
1,0.261799388,1.483529864,1.658062789,5.497787144,12
1,1.658062789,3.054326191,3.665191429,5.235987756,12
0,0.087266463,4.974188368,5.061454831,5.410520681,12
0,3.490658504,5.846852994,2.35619449,3.054326191,12
0,1.745329252,2.443460953,3.228859116,4.188790205,13
0,2.792526803,3.752457892,5.497787144,5.672320069,13
1,0,1.308996939,4.36332313,4.71238898,13
1,1.483529864,1.832595715,1.047197551,1.221730476,13
1,4.276056667,5.497787144,1.919862177,3.926990817,13
0,3.926990817,5.235987756,5.410520681,5.497787144,13
0,4.188790205,5.497787144,2.705260341,3.403392041,13
0,5.323254219,6.108652382,3.316125579,3.665191429,13
0,5.061454831,6.021385919,3.054326191,4.537856055,13
0,4.71238898,6.108652382,1.221730476,3.926990817,13
1,1.483529864,2.181661565,3.839724354,5.148721293,13
1,1.832595715,3.665191429,3.839724354,4.886921906,13
1,3.490658504,4.71238898,4.886921906,6.195918845,13
1,4.886921906,5.323254219,0.34906585,1.483529864,13
1,0.785398163,1.396263402,2.879793266,4.71238898,13
1,0,4.276056667,5.235987756,5.585053606,13
1,1.570796327,2.094395102,4.625122518,5.061454831,13
0,0.523598776,2.617993878,3.403392041,5.235987756,13
1,2.530727415,3.054326191,0,2.094395102,13
1,3.926990817,5.323254219,1.658062789,1.919862177,13
1,2.181661565,6.108652382,0.610865238,1.308996939,13
0,0,3.141592654,3.490658504,6.108652382,13
0,5.846852994,5.934119457,2.879793266,3.665191429,13
1,4.71238898,6.195918845,0.523598776,1.483529864,13
1,3.752457892,5.672320069,1.396263402,1.832595715,13
0,0.698131701,1.483529864,5.497787144,6.108652382,13
1,1.745329252,3.141592654,3.490658504,3.752457892,13
0,3.228859116,4.450589593,0.174532925,2.705260341,13
1,3.665191429,5.235987756,2.530727415,3.228859116,13
0,2.443460953,2.967059728,3.490658504,5.061454831,13
0,2.181661565,2.35619449,3.403392041,4.71238898,13
0,5.323254219,6.021385919,3.490658504,5.148721293,13
1,3.752457892,6.108652382,1.047197551,3.228859116,13
0,0,2.443460953,4.799655443,5.410520681,13
1,4.36332313,4.799655443,5.323254219,5.934119457,13
1,2.879793266,4.537856055,1.483529864,2.792526803,13
0,4.625122518,5.497787144,3.577924967,3.926990817,13
1,0.174532925,0.436332313,1.308996939,4.71238898,13
1,0.610865238,2.35619449,3.316125579,4.71238898,13
0,1.570796327,1.832595715,0.34906585,0.610865238,13
1,1.745329252,2.443460953,3.490658504,5.323254219,13
1,1.658062789,2.35619449,3.141592654,4.799655443,13
0,4.886921906,5.497787144,2.35619449,2.792526803,13
1,1.134464014,1.832595715,3.665191429,4.625122518,13
0,3.752457892,4.450589593,0.698131701,1.308996939,13
1,4.974188368,5.410520681,2.705260341,3.752457892,13
0,0.872664626,1.221730476,0.523598776,0.698131701,13
0,1.570796327,3.141592654,5.672320069,6.021385919,13
0,1.396263402,1.745329252,0.698131701,1.134464014,13
0,3.839724354,5.235987756,2.00712864,3.577924967,13
1,1.308996939,3.054326191,3.316125579,3.752457892,13
1,2.530727415,6.021385919,1.570796327,2.181661565,13
1,0.436332313,0.959931089,3.926990817,4.886921906,13
1,3.228859116,3.665191429,0.872664626,1.047197551,13
1,1.483529864,3.752457892,4.71238898,6.195918845,13
1,1.745329252,2.705260341,3.665191429,5.585053606,13
1,4.188790205,4.886921906,0.872664626,2.443460953,13
1,0.174532925,1.658062789,2.879793266,5.497787144,13
1,4.537856055,4.886921906,1.396263402,2.705260341,13
1,4.450589593,4.886921906,2.35619449,4.188790205,13
1,3.228859116,6.195918845,0,3.141592654,13
0,0.436332313,1.221730476,3.316125579,4.537856055,13
1,0.34906585,1.047197551,3.926990817,5.148721293,13
1,2.967059728,3.752457892,4.625122518,5.759586532,13
0,1.308996939,1.396263402,3.141592654,3.752457892,13
1,4.974188368,5.759586532,0.610865238,3.926990817,13
1,2.705260341,4.01425728,4.101523742,5.410520681,13
1,1.134464014,2.792526803,5.148721293,5.759586532,13
0,0.610865238,2.35619449,4.101523742,4.537856055,13
0,4.276056667,6.021385919,1.047197551,1.483529864,13
0,4.101523742,4.886921906,2.35619449,2.879793266,13
1,0.872664626,0.959931089,1.047197551,1.396263402,13
1,0.610865238,0.872664626,3.054326191,5.148721293,13
1,0.872664626,1.134464014,3.926990817,5.672320069,13
1,1.832595715,2.705260341,0.087266463,1.570796327,13
1,3.403392041,5.934119457,0.959931089,2.617993878,13
1,4.01425728,4.886921906,1.832595715,3.926990817,13
1,0.610865238,2.879793266,3.054326191,4.36332313,13
1,1.134464014,3.141592654,4.450589593,6.195918845,13
1,4.101523742,4.276056667,3.228859116,3.752457892,13
0,1.658062789,2.617993878,3.316125579,3.490658504,13
0,4.276056667,5.846852994,0.785398163,0.959931089,13
1,2.094395102,3.316125579,3.403392041,5.061454831,13
1,4.974188368,5.934119457,0,2.181661565,13
1,1.134464014,2.705260341,3.839724354,4.71238898,13
1,5.148721293,5.410520681,1.483529864,4.101523742,13
1,1.047197551,1.308996939,1.570796327,3.752457892,13
1,2.530727415,3.316125579,4.625122518,6.195918845,13
1,1.047197551,1.483529864,3.926990817,5.585053606,13
1,0.087266463,0.34906585,4.36332313,5.235987756,13
0,3.490658504,5.934119457,0.436332313,3.228859116,13
0,4.799655443,5.672320069,1.396263402,4.537856055,13
1,5.672320069,6.108652382,1.832595715,2.094395102,13
0,5.235987756,5.934119457,1.396263402,1.919862177,13
1,4.799655443,5.672320069,0.523598776,4.625122518,13
1,4.101523742,4.188790205,0.436332313,1.745329252,13
1,2.443460953,3.316125579,1.134464014,2.35619449,13
1,0.34906585,1.134464014,3.926990817,6.108652382,13
1,1.047197551,2.268928028,3.316125579,5.061454831,13
0,2.35619449,4.71238898,0.087266463,0.698131701,13
1,0.34906585,1.047197551,1.919862177,3.316125579,13
1,0.785398163,3.577924967,5.148721293,5.497787144,13
1,1.308996939,3.403392041,4.101523742,6.021385919,13
0,2.443460953,4.276056667,0.34906585,0.610865238,13
0,1.570796327,2.094395102,2.705260341,3.054326191,13
1,1.047197551,3.141592654,4.36332313,5.235987756,13
0,3.228859116,5.148721293,1.134464014,2.268928028,13
0,3.926990817,5.846852994,0.087266463,0.872664626,13
1,1.221730476,2.617993878,3.141592654,3.228859116,13
0,2.530727415,5.934119457,0.959931089,1.483529864,13
1,3.577924967,4.450589593,0.785398163,3.316125579,13
0,2.00712864,5.497787144,5.759586532,6.108652382,13
1,0.610865238,0.785398163,2.35619449,4.188790205,13
1,0.436332313,0.698131701,1.047197551,2.00712864,13
1,5.061454831,5.585053606,1.308996939,2.705260341,13
1,5.235987756,6.195918845,1.658062789,4.101523742,13
0,0.261799388,1.658062789,5.934119457,6.108652382,13
1,0,0.523598776,2.967059728,4.799655443,13
1,0.174532925,0.959931089,5.323254219,6.195918845,13
1,2.00712864,2.967059728,3.141592654,4.101523742,13
1,0,1.221730476,1.658062789,5.323254219,13
1,0.34906585,0.610865238,5.410520681,5.759586532,13
0,3.490658504,4.71238898,0.34906585,0.610865238,13
0,3.752457892,6.108652382,0.785398163,3.316125579,13
0,0.872664626,4.276056667,4.799655443,6.195918845,13
1,0.34906585,1.308996939,1.919862177,4.625122518,13
1,1.570796327,1.832595715,4.799655443,5.497787144,13
0,0.436332313,4.276056667,4.537856055,4.71238898,13
1,2.35619449,5.061454831,1.221730476,1.308996939,13
1,4.188790205,4.537856055,0.436332313,2.35619449,13
0,0,2.879793266,2.967059728,6.195918845,13
0,5.148721293,6.108652382,2.705260341,4.101523742,13
0,5.148721293,5.672320069,1.745329252,4.101523742,13
0,0.174532925,3.926990817,4.537856055,4.799655443,13
0,0.523598776,1.570796327,1.832595715,4.188790205,13
1,3.577924967,4.276056667,2.181661565,3.228859116,13
0,2.792526803,3.403392041,0.610865238,0.959931089,13
1,2.530727415,3.054326191,4.101523742,4.537856055,13
0,0.087266463,0.174532925,1.919862177,2.181661565,13
0,1.570796327,4.625122518,0,1.221730476,13
1,0.174532925,2.35619449,2.792526803,5.497787144,13
0,0.436332313,1.308996939,4.71238898,5.148721293,13
0,1.221730476,2.967059728,4.101523742,4.799655443,13
1,2.530727415,5.061454831,0.610865238,2.35619449,13
0,0.610865238,1.047197551,2.268928028,4.71238898,13
0,1.308996939,2.181661565,1.134464014,1.221730476,13
0,0.610865238,2.181661565,5.148721293,5.410520681,13
1,0.087266463,0.610865238,5.410520681,5.846852994,13
1,2.00712864,2.967059728,3.228859116,5.585053606,13
0,0.34906585,1.919862177,3.316125579,3.665191429,13
0,4.188790205,5.846852994,2.530727415,3.665191429,13
1,3.054326191,4.71238898,0.959931089,2.443460953,13
0,1.221730476,2.530727415,0.436332313,0.698131701,13
0,1.658062789,3.665191429,0.523598776,0.610865238,13
0,0.174532925,3.228859116,3.665191429,5.759586532,13
0,0.087266463,2.443460953,5.323254219,6.108652382,13
1,0.087266463,0.959931089,2.00712864,5.585053606,13
0,4.625122518,5.585053606,2.268928028,3.577924967,13
1,4.01425728,4.276056667,0.34906585,1.308996939,13
0,2.792526803,5.323254219,0.785398163,0.959931089,13
1,3.665191429,4.276056667,1.047197551,2.705260341,13
1,0.872664626,1.047197551,1.658062789,2.879793266,13
1,0.698131701,0.785398163,2.00712864,4.886921906,13
0,3.752457892,4.974188368,0.261799388,0.698131701,13
0,1.047197551,4.101523742,4.276056667,5.934119457,13
1,4.71238898,5.148721293,0.174532925,2.879793266,13
0,3.054326191,4.886921906,0.34906585,0.523598776,13
1,0.523598776,1.134464014,1.221730476,5.672320069,13
1,0,1.832595715,5.148721293,5.672320069,13
1,1.658062789,2.705260341,3.577924967,4.188790205,13
1,0.261799388,1.396263402,1.658062789,5.061454831,13
1,0.174532925,0.872664626,2.530727415,4.01425728,13
1,2.35619449,2.530727415,3.403392041,4.799655443,13
1,0.785398163,2.094395102,2.705260341,5.323254219,13
1,4.01425728,6.108652382,0.872664626,1.919862177,13
1,0.087266463,2.00712864,3.926990817,5.846852994,13
1,0.174532925,0.959931089,1.047197551,3.490658504,13
1,1.570796327,5.497787144,0.872664626,1.396263402,13
1,0.872664626,0.959931089,3.665191429,4.71238898,13
1,2.00712864,3.665191429,0.610865238,1.221730476,13
1,2.530727415,4.188790205,0.436332313,0.872664626,13
0,2.879793266,4.188790205,2.705260341,2.792526803,13
1,2.705260341,4.537856055,0.087266463,0.261799388,13
1,3.577924967,6.108652382,1.047197551,1.658062789,13
1,2.792526803,4.71238898,1.658062789,2.00712864,13
1,1.745329252,1.832595715,2.00712864,5.585053606,13
1,1.658062789,2.181661565,3.141592654,5.759586532,13
1,1.658062789,2.35619449,2.879793266,5.235987756,13
0,3.752457892,5.585053606,1.396263402,1.832595715,13
1,1.134464014,1.221730476,1.483529864,3.054326191,13
0,2.00712864,2.617993878,1.745329252,1.919862177,13
1,1.308996939,1.832595715,2.00712864,4.886921906,13
0,0.523598776,1.308996939,1.832595715,3.141592654,13
0,0.436332313,3.839724354,4.886921906,6.108652382,13
0,1.308996939,5.323254219,0.34906585,0.785398163,13
1,1.396263402,1.570796327,1.745329252,3.316125579,13
1,3.665191429,4.101523742,0.34906585,1.919862177,13
1,0.436332313,0.698131701,2.617993878,4.974188368,13
1,4.71238898,5.672320069,0.610865238,1.308996939,13
1,0.34906585,1.308996939,3.839724354,5.410520681,13
1,0,3.228859116,3.316125579,6.195918845,13
0,2.879793266,5.846852994,0.610865238,2.00712864,13
1,0.610865238,0.959931089,2.617993878,5.323254219,13
1,0.174532925,0.34906585,0.872664626,1.396263402,13
1,5.148721293,5.672320069,1.047197551,3.490658504,13
0,1.308996939,3.054326191,3.403392041,3.839724354,13
1,3.141592654,4.101523742,5.323254219,5.497787144,13
1,2.00712864,2.967059728,4.01425728,4.537856055,13
1,1.396263402,2.792526803,3.752457892,4.450589593,13
0,4.450589593,6.021385919,0.174532925,1.745329252,13
0,0.34906585,2.443460953,4.01425728,4.625122518,13
1,5.672320069,6.195918845,4.71238898,5.061454831,13
1,1.134464014,2.35619449,2.443460953,4.276056667,13
1,1.308996939,1.396263402,2.617993878,3.316125579,13
1,1.134464014,2.705260341,5.585053606,6.021385919,13
1,2.705260341,3.228859116,0.698131701,1.832595715,13
1,2.094395102,4.188790205,0.785398163,1.047197551,13
1,0.087266463,2.967059728,4.276056667,5.148721293,13
0,0.872664626,3.839724354,4.188790205,6.021385919,13
1,0.34906585,2.879793266,3.839724354,4.625122518,13
0,1.308996939,1.919862177,3.577924967,5.497787144,13
1,3.665191429,4.188790205,1.221730476,2.792526803,14
0,4.886921906,5.323254219,3.054326191,3.665191429,14
1,5.148721293,6.021385919,1.570796327,4.01425728,14
1,4.36332313,5.148721293,1.919862177,3.577924967,14
0,2.792526803,4.36332313,2.094395102,2.530727415,14
0,2.35619449,2.879793266,1.308996939,1.483529864,14
1,3.839724354,4.276056667,1.745329252,1.919862177,14
0,3.403392041,5.235987756,2.443460953,2.792526803,14
0,0,2.443460953,2.879793266,5.235987756,14
1,2.617993878,3.839724354,4.537856055,5.934119457,14
0,5.148721293,5.846852994,4.01425728,4.799655443,14
0,2.879793266,5.148721293,2.00712864,2.094395102,14
0,0.959931089,4.36332313,4.974188368,5.235987756,14
0,2.35619449,4.188790205,5.410520681,5.497787144,14
0,1.221730476,2.443460953,3.490658504,4.36332313,14
0,2.967059728,4.625122518,5.323254219,5.759586532,14
1,3.665191429,3.752457892,2.879793266,3.490658504,14
0,0.872664626,2.967059728,4.36332313,4.886921906,14
1,5.148721293,5.410520681,3.926990817,4.71238898,14
1,3.054326191,4.36332313,4.71238898,5.759586532,14
1,0,0.087266463,2.268928028,4.101523742,14
1,1.396263402,3.752457892,4.799655443,5.585053606,14
1,0.785398163,1.047197551,1.308996939,3.490658504,14
0,0.698131701,3.316125579,4.276056667,6.021385919,14
0,0.436332313,1.658062789,4.101523742,5.410520681,14
0,3.403392041,5.934119457,3.141592654,3.228859116,14
0,0.523598776,1.134464014,2.268928028,2.705260341,14
0,0,4.101523742,5.061454831,6.195918845,14
1,5.323254219,5.846852994,0.087266463,2.35619449,14
0,0.174532925,2.792526803,5.148721293,5.759586532,14
0,4.276056667,5.410520681,3.403392041,4.01425728,14
1,3.577924967,3.926990817,1.658062789,2.181661565,14
1,3.403392041,6.021385919,0.087266463,2.705260341,14
0,2.181661565,4.625122518,4.886921906,4.974188368,14
0,0,1.832595715,2.530727415,5.934119457,14
0,0.34906585,2.181661565,3.665191429,4.276056667,14
1,5.410520681,5.846852994,0.610865238,3.403392041,14
0,4.886921906,5.759586532,1.832595715,2.530727415,14
0,0.785398163,1.658062789,2.00712864,5.410520681,14
1,5.148721293,5.672320069,2.967059728,4.974188368,14
0,1.919862177,3.054326191,5.235987756,5.585053606,14
0,1.308996939,2.00712864,4.01425728,4.276056667,14
1,5.323254219,5.585053606,1.658062789,1.919862177,14
1,3.665191429,4.01425728,0.959931089,3.141592654,14
1,0.959931089,1.745329252,5.323254219,6.021385919,14
0,1.308996939,2.443460953,2.530727415,2.967059728,14
0,0.698131701,0.872664626,2.35619449,4.36332313,14
0,0,0.872664626,1.134464014,1.221730476,14
1,2.443460953,2.792526803,0.523598776,1.396263402,14
0,1.134464014,3.752457892,0.436332313,0.523598776,14
1,3.752457892,4.625122518,5.148721293,6.195918845,14
1,3.839724354,4.101523742,0.785398163,2.00712864,14
1,5.061454831,5.934119457,0.523598776,2.530727415,14
1,0.610865238,0.698131701,5.323254219,5.759586532,14
1,0,4.188790205,4.450589593,6.195918845,14
0,0.610865238,1.221730476,3.316125579,3.752457892,14
1,2.617993878,3.228859116,4.537856055,6.021385919,14
1,0.34906585,0.785398163,1.570796327,5.235987756,14
1,5.759586532,6.108652382,3.054326191,3.839724354,14
1,0.523598776,0.785398163,0.959931089,3.577924967,14
1,0,2.967059728,3.054326191,6.195918845,14
1,4.01425728,5.497787144,1.483529864,3.228859116,14
1,0.174532925,0.34906585,3.054326191,5.148721293,14
1,4.36332313,5.672320069,0.174532925,2.268928028,14
0,3.839724354,5.672320069,2.792526803,3.141592654,14
1,2.792526803,3.839724354,1.047197551,2.705260341,14
0,0.261799388,3.665191429,3.752457892,3.926990817,14
0,0.174532925,1.396263402,2.530727415,4.886921906,14
0,0,2.181661565,2.879793266,5.061454831,14
0,3.839724354,4.974188368,0.523598776,0.959931089,14
1,2.443460953,5.846852994,1.308996939,2.35619449,14
0,2.530727415,4.276056667,0.959931089,1.308996939,14
1,0.087266463,0.34906585,1.570796327,2.35619449,14
0,0.959931089,3.228859116,0,0.698131701,14
0,2.35619449,4.101523742,0.785398163,1.483529864,14
1,0.174532925,0.610865238,1.134464014,4.01425728,14
1,0.34906585,0.872664626,3.839724354,5.934119457,14
1,0,0.174532925,1.483529864,2.00712864,14
1,0,3.490658504,5.061454831,5.585053606,14
0,1.134464014,1.919862177,2.181661565,4.537856055,14
1,3.141592654,3.490658504,4.36332313,5.585053606,14
0,5.672320069,5.846852994,3.054326191,3.490658504,14
0,1.047197551,2.530727415,2.617993878,4.450589593,14
0,0.698131701,2.094395102,3.054326191,5.235987756,14
0,2.443460953,3.403392041,4.886921906,5.410520681,14
1,2.879793266,3.054326191,0,1.919862177,14
1,3.926990817,5.410520681,0.785398163,3.141592654,14
0,0.959931089,2.967059728,4.36332313,5.934119457,14
0,0.34906585,1.308996939,3.926990817,4.974188368,14
1,0.34906585,0.436332313,1.396263402,1.832595715,14
0,0,2.967059728,3.403392041,3.490658504,14
0,4.625122518,5.759586532,2.967059728,4.01425728,14
0,3.926990817,5.497787144,0.959931089,3.228859116,14
0,1.483529864,3.316125579,3.839724354,4.101523742,14
0,1.221730476,2.00712864,3.752457892,4.36332313,14
1,5.061454831,5.585053606,0.872664626,3.228859116,14
0,1.658062789,3.316125579,0.610865238,0.959931089,14
1,3.839724354,5.148721293,1.832595715,3.752457892,14
0,0.959931089,2.181661565,2.617993878,4.974188368,14
0,1.396263402,3.403392041,3.665191429,6.195918845,14
1,4.188790205,4.799655443,0.174532925,4.01425728,14
0,0.523598776,2.268928028,2.617993878,4.974188368,14
0,4.01425728,5.846852994,3.054326191,3.665191429,14
0,0.698131701,1.221730476,2.443460953,4.537856055,14
1,0.34906585,0.523598776,3.403392041,4.625122518,14
0,0.785398163,3.054326191,3.839724354,5.061454831,14
0,3.141592654,3.577924967,2.443460953,2.792526803,14
0,0.698131701,1.745329252,5.235987756,5.672320069,14
1,2.967059728,3.839724354,0,0.34906585,14
1,4.974188368,6.021385919,1.308996939,2.617993878,14
0,1.745329252,5.934119457,0.261799388,0.872664626,14
0,0,2.094395102,3.839724354,4.01425728,14
